address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
7040 20TH ST,4,4B        ,1351,10851 VC AUTO THEFT LOCATE,2404,38.49707928,-121.4925018
7695 MILLROY WAY,5,5C        ,1605,10851(A)VC TAKE VEH W/O OWNER,2404,38.47799614,-121.4369976
2328 CONNIE DR,2,2C        ,606,594(B)(2)(A) VANDALISM/ -$400,2999,38.60845211,-121.4205903
3501 MEADOWVIEW RD,5,5B        ,1399,ROBBERY - I RPT,7000,38.48160193,-121.4654193
8140 INDUSTRIAL PKWY,6,6C        ,1406,451(D) PC  ARSON OF PROPERTY,2099,38.51541882,-121.4069526
633 SAN MIGUEL WAY,3,3C        ,823,459 PC  BURGLARY RESIDENCE,2204,38.57333372,-121.4520801
14TH AVE / STOCKTON BLVD,6,          ,1054,TOWED/STORED VEH-14602.6,7000,38.53941555,-121.4497148
1131 11TH ST,3,3M        ,744,594(B)(1)PC  VANDALISM +$400,2999,38.5780037,-121.4928671
71 DANVILLE WAY,2,2B        ,531,10851 VC AUTO THEFT LOCATE,2404,38.6255448,-121.4673258
SANTIAGO AVE / COLFAX ST,2,2B        ,551,10851 VC AUTO THEFT LOCATE,2404,38.61214737,-121.4637581
40TH AVE / 24TH ST,4,4B        ,1306,IMPOUNDED VEHICLE,7000,38.51603145,-121.4831332
5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT,7000,38.52718667,-121.4712477
7000 FRANKLIN BLVD,5,5B        ,1359,484 PETTY THEFT/LICENSE PLATE,2399,38.49940254,-121.4627597
819 SAN JUAN RD,1,1C        ,405,459 PC  BURGLARY RESIDENCE,2204,38.62937447,-121.4816532
6 EAGLE ROCK CT,6,6C        ,1422,10851 VC AUTO THEFT LOCATE,2404,38.51290623,-121.4199397
740 NORTHEY DR,1,1C        ,447,10851(A)VC TAKE VEH W/O OWNER,2404,38.61081853,-121.4800628
7993 CRESENTDALE WAY,5,5B        ,1621,459 PC  BURGLARY RESIDENCE,2204,38.4716585,-121.4438063
460 LINDLEY DR,2,2B        ,542,10851(A)VC TAKE VEH W/O OWNER,2404,38.62229397,-121.4550081
1402 BROADWAY,4,4A        ,905,594(B)(2)(A) VANDALISM/ -$400,2999,38.56207026,-121.4944073
420 DOS RIOS ST,3,3A        ,709,TOWED/STORED VEHICLE,7000,38.59390962,-121.4844897
200 BICENTENNIAL CIR,3,3C        ,1102,459 PC  BURGLARY RESIDENCE,2204,38.55352423,-121.4063772
FRANKLIN BLVD / 20TH AVE,4,4B        ,958,TOWED/STORED VEH-14602.6,7000,38.53452891,-121.4741684
WATT AVE / FOLSOM BLVD,3,3C        ,1106,10851(A)VC TAKE VEH W/O OWNER,2404,38.5530906,-121.3751255
MARYSVILLE BLVD / GRAND AVE,2,2A        ,506,TOWED/STORED VEH-14602.6,7000,38.63647881,-121.4297591
1315 ALHAMBRA BLVD,3,3C        ,851,THREATS - I RPT,7000,38.5684229,-121.4665491
360 MOREY AVE,2,2B        ,521,5150 WI DANGER SELF/OTHERS,7000,38.6341268,-121.4586425
MARCONI AVE / MARCONI CIR,2,2C        ,557,20001(A) VC HIT/RUN INJ/DEATH,5401,38.62080882,-121.4211269
605 REDWOOD AVE,2,2C        ,602,10851(A)VC TAKE VEH W/O OWNER,2404,38.61043866,-121.4530304
SOUTH AVE / FIG ST,2,2B        ,515,TOWED/STORED VEH-14602.6,7000,38.63293516,-121.4317129
4625 SUNSET DR,4,4A        ,1205,ELDER ABUSE/PHYS/MENTAL-I RPT,7000,38.5323931,-121.5092931
OCCIDENTAL DR / BENNINGTON WAY,3,3C        ,1106,10851(A)VC TAKE VEH W/O OWNER,2404,38.55565493,-121.3936338
MARYSVILLE BLVD / LOS ROBLES BLVD,2,2B        ,526,TOWED/STORED VEH-14602.6,7000,38.63008563,-121.4313085
POWER INN RD / FRUITRIDGE RD,6,6C        ,1145,NON INJ HR/MAIL OUT REPORT,7000,38.52506274,-121.4091236
FREEPORT BLVD / 15TH AVE,4,4A        ,957,TRAFFIC-ACCIDENT INJURY,5400,38.53748261,-121.4930327
470 HARDING AVE,1,1C        ,449,459 PC  BURGLARY RESIDENCE,2204,38.60803197,-121.4735004
6021 WILKINSON ST,6,6C        ,1404,10851 VC AUTO THEFT LOCATE,2404,38.51755951,-121.4142712
3611 35TH ST,6,6A        ,1041,484 PC   PETTY THEFT/INSIDE,2308,38.54176204,-121.4688287
5628 CAZADERO WAY,4,4B        ,986,459 PC  BURGLARY RESIDENCE,2204,38.52354452,-121.4931002
2318 Q ST,3,3B        ,767,484 PC   PETTY THEFT/INSIDE,2308,38.56750828,-121.4785526
LEMON HILL AVE / NAMPA WAY,6,6C        ,1403,TRAFFIC-ACCIDENT-NON INJURY,5400,38.5160081,-121.4257827
SOUTH AVE / MARYSVILLE BLVD,2,2B        ,516,TOWED/STORED VEH-14602.6,7000,38.63292418,-121.4305962
6205 RIVERSIDE BLVD,4,4C        ,1265,211 PC  ROBBERY UNSPECIFIED,1299,38.51385568,-121.5292089
7840 14TH AVE,6,6C        ,1133,242 PC  BATTERY CIVILIAN,1313,38.5392971,-121.4127677
JACINTO AVE / SEAFORD DR,5,5C        ,1654,TRAFFIC-ACCIDENT INJURY,5400,38.44520881,-121.4240366
1160 RIO NORTE WAY,1,1B        ,404,594(B)(2)(A) VANDALISM/ -$400,2999,38.63409297,-121.4874303
567 GARDEN ST,2,2C        ,613,10851(A)VC TAKE VEH W/O OWNER,2404,38.60231104,-121.4536911
7715 COLLEGE TOWN DR,3,3C        ,888,594(B)(2)(A) VANDALISM/ -$400,2999,38.55553953,-121.4149596
GRAND AVE / BALSAM ST,2,2A        ,505,TOWED/STORED VEH-14602.6,7000,38.6364856,-121.4305818
5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT,7000,38.52718667,-121.4712477
WILLOW ST / SOUTH AVE,2,2B        ,516,TOWED/STORED VEHICLE,7000,38.63290902,-121.429189
ARCADE BLVD / MARYSVILLE BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6,7000,38.62541828,-121.433145
CORAL GABLES CT / MEADOWVIEW RD,5,5A        ,1396,TRAFFIC-ACCIDENT-NON INJURY,5400,38.48146892,-121.475345
2685 RIO LINDA BLVD,2,2B        ,563,TOWED/STORED VEHICLE,7000,38.61633596,-121.4464647
8TH ST / Q ST,3,3A        ,763,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57327928,-121.4994837
DEL PASO BLVD / EL CAMINO AVE,2,2C        ,563,TOWED/STORED VEHICLE,7000,38.61112661,-121.4487064
PALMER ST / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6,7000,38.62585123,-121.4307192
3617 33RD ST,6,6A        ,1041,10851 VC AUTO THEFT LOCATE,2404,38.54165918,-121.4709517
GIBSON ST / EL MONTE AVE,2,2C        ,602,10851 VC AUTO THEFT LOCATE,2404,38.60842802,-121.4569864
ARCADE BLVD / PALMER ST,2,2B        ,537,TOWED/STORED VEHICLE,7000,38.62585123,-121.4307192
637 PLAZA AVE,2,2B        ,563,290(A)(1)(D) FAIL TO REG-5 DAY,3699,38.61317525,-121.4527959
3341 POWER INN RD,6,6C        ,1124,594(B)(1)PC  VANDALISM +$400,2999,38.54264786,-121.4053768
2605 ENCINAL AVE,4,4B        ,1306,10851 VC AUTO THEFT LOCATE,2404,38.51558404,-121.4794981
5630 BROADWAY,6,6B        ,1036,TOWED/STORED VEH-14602.6,7000,38.54648541,-121.439786
6879 14TH AVE,6,6C        ,1121,415(1) PC DISTURB PEACE/FIGHT,5311,38.54146972,-121.4254625
4324 U ST,6,6B        ,1004,594(B)(1)PC  VANDALISM +$400,2999,38.55620383,-121.4542609
MARYSVILLE BLVD / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEHICLE,7000,38.62541828,-121.433145
POWER INN RD / CAPISTRANO WAY,6,6C        ,1406,TOWED/STORED VEH-14602.6,7000,38.51181048,-121.409069
ARCADE BLVD / MARYSVILLE BLVD,2,2B        ,537,TOWED/STORED VEHICLE,7000,38.62541828,-121.433145
65TH STREET EXPY / ELDER CREEK RD,6,6C        ,1422,TOWED/STORED VEHICLE,7000,38.51052171,-121.4274484
DEL PASO BLVD / OFARRELL DR,2,2B        ,537,10851(A)VC TAKE VEH W/O OWNER,2404,38.62691239,-121.4220925
FERNLEY AVE / TRACTION AVE,2,2C        ,602,TOWED/STORED VEHICLE,7000,38.60939478,-121.4605521
14TH AVE / 32ND ST,6,6A        ,1051,11350(A)HS POSS CNTRL SUBST,3532,38.53949609,-121.4723103
3500 FLORIN RD,5,5B        ,1367,GANG ACTIVITY - I RPT,7000,38.49407763,-121.4673944
451 MCCLATCHY WAY,4,4A        ,902,THREATS - I RPT,7000,38.56124982,-121.511165
5001 CARMEN WAY,4,4B        ,967,BATTERY - I RPT,7000,38.52862139,-121.4880268
6879 14TH AVE,6,6C        ,1121,415(1) PC DISTURB PEACE/FIGHT,5311,38.54146972,-121.4254625
810 V ST,3,3A        ,784,243.6 BATTERY SCHOOL EMPLOYEE,1313,38.56732576,-121.5013162
8TH ST / K ST,3,3M        ,742,11357(B)HS POSS -28.5GR MARIJ,3562,38.57991197,-121.4966071
7825 CUCAMONGA AVE,6,6C        ,1113,IMPOUNDED VEHICLE,7000,38.54505704,-121.4120175
2707 BROADWAY,4,4A        ,908,211 PC ROBBERY- BUSINESS,1299,38.55770025,-121.4774388
5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE,4902,38.52199137,-121.4990149
3530 MOBILE WAY,1,1C        ,419,166(A)(4) WILFUL DISOBEY CT OR,5005,38.63200804,-121.471972
801 SAN JUAN RD,1,1C        ,405,484 PETTY THEFT/LICENSE PLATE,2399,38.62939722,-121.4806029
739 ARDEN WAY,2,2C        ,603,POSSIBLE FINANCIAL CRIME-I RPT,7000,38.60673086,-121.4499687
3845 12TH AVE,6,6A        ,1041,484 PETTY THEFT CLOUT UNLOCKED,2305,38.54142018,-121.4655517
110 BARTON WAY,2,2B        ,531,FRAUD-SWINDLE,2602,38.62444324,-121.4660389
1018 COMMONS DR,3,3C        ,876,LOST PROPERTY - I RPT,7000,38.56864789,-121.4120889
EL CAMINO AVE / LEXINGTON ST,2,2B        ,564,TRAFFIC-ACCIDENT INJURY,5400,38.61111988,-121.4415705
2315 STOCKTON BLVD,6,6B        ,1005,23153(A) VC DUI CAUSE INJURY,5404,38.55426406,-121.4546045
6945 BRIDLE TRAIL WAY,6,6C        ,1445,10851 VC AUTO THEFT LOCATE,2404,38.50048461,-121.4109169
2829 FLORIN RD,4,4B        ,1356,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.49609085,-121.4740915
3550 MARYSVILLE BLVD,2,2B        ,526,NARCOTICS SUSP/EVID/ACT- I RPT,7000,38.63228581,-121.4303283
STOCKTON BLVD / FRUITRIDGE RD,6,6B        ,1086,TOWED/STORED VEHICLE,7000,38.52497346,-121.4425904
301 BICENTENNIAL CIR,3,3C        ,1102,TOWED/STORED VEH-14602.6,7000,38.55050416,-121.4070072
3066 FREEPORT BLVD,4,4A        ,925,211 PC  ROBBERY UNSPECIFIED,1299,38.5488551,-121.4908853
715 L ST,3,3M        ,742,11532(A)HS LOITER DRG ACTIVITY,3599,38.57905171,-121.4976906
470 LINDLEY DR,2,2B        ,542,5150 WI DANGER SELF/OTHERS,7000,38.62260674,-121.4549497
2223 Q ST,3,3B        ,767,603  FORCED ENTRY/PROP DAMAGE,2999,38.56832842,-121.479575
8231 ALPINE AVE,6,6C        ,1134,THREATS - I RPT,7000,38.5363789,-121.402723
5303 FREEPORT BLVD,4,4B        ,976,TRAFFIC - I RPT,7000,38.52663259,-121.4959901
ELDER CREEK RD / POWER INN RD,6,6C        ,1406,TRAFFIC-ACCIDENT INJURY,5400,38.51055016,-121.409083
7834 CENTER PKWY,5,5B        ,1621,148(A)(1)PC RESIST PEACE OFFCR,4801,38.47188262,-121.437912
MACK RD / TANGERINE AVE,5,5B        ,1604,TRAFFIC-ACCIDENT-NON INJURY,5400,38.47427504,-121.4465943
4940 STOCKTON BLVD,6,6B        ,1084,594(B)(1)PC  VANDALISM +$400,2999,38.53106486,-121.4462065
5330 STOCKTON BLVD,6,6B        ,1084,215(A) PC    CARJACKING,1212,38.52652786,-121.4443436
STOCKTON BLVD / 14TH AVE,6,          ,1054,TOWED/STORED VEH-14602.6,7000,38.53941555,-121.4497148
3691 TRUXEL RD,1,1A        ,337,HIT AND RUN /SUSPECTS- I RPT,7000,38.63709493,-121.5059115
2250 68TH AVE,5,5A        ,1384,CHILD WELFARE - I RPT,7000,38.48934244,-121.4859396
2250 68TH AVE,5,5A        ,1384,GANG ACTIVITY - I RPT,7000,38.48934244,-121.4859396
SAN JUAN RD / TRUXEL RD,1,1B        ,404,23222(B)POSSESS MARIJ IN VEH,5499,38.62741952,-121.4978994
15TH ST / E ST,3,3A        ,715,TOWED/STORED VEHICLE,7000,38.5839322,-121.4841699
DEL PASO BLVD / MARYSVILLE BLVD,2,2B        ,546,TOWED/STORED VEHICLE,7000,38.6183743,-121.4392211
BRUCEVILLE RD / TIMBERLAKE WAY,5,5C        ,1639,20002(A) HIT/RUN,5401,38.46573597,-121.4176962
MARYSVILLE BLVD / ARCADE BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6,7000,38.62541828,-121.433145
2649 STONECREEK DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404,38.61385305,-121.4937566
BRUCEVILLE RD / TIMBERLAKE WAY,5,5C        ,1639,20002(A) HIT/RUN,5401,38.46573597,-121.4176962
2933 65TH ST,6,6C        ,1111,475(A)PC POSS FORGED CHK/NOTE,2506,38.54801719,-121.4273504
FRANKLIN BLVD / 2ND AVE,4,4A        ,918,10851(A)VC TAKE VEH W/O OWNER,2404,38.55443881,-121.4757806
8101 COSUMNES RIVER BLVD,5,5C        ,1639,245(C) AWDW/NO FIREARM/OFFICER,1310,38.45718227,-121.4133413
2020 RAILROAD DR,1,1C        ,449,10851 VC AUTO THEFT LOCATE,2404,38.60301561,-121.4699926
1573 BELT WAY,5,5A        ,1501,THREATS - I RPT,7000,38.47894224,-121.5000399
7767 LA RIVIERA DR,3,3C        ,888,LOST PROPERTY - I RPT,7000,38.55563886,-121.4118044
2898 DEL PASO BLVD,2,2B        ,564,TOWED/STORED VEH-14602.6,7000,38.61876519,-121.43772
2400 CORMORANT WAY,2,2C        ,606,TOWED/STORED VEHICLE,7000,38.60918188,-121.4259738
MARYSVILLE BLVD / SONOMA AVE,2,2B        ,546,TOWED/STORED VEH-14602.6,7000,38.62379457,-121.4340925
HAVENSIDE DR / RIVERSIDE BLVD,4,4C        ,1251,FOUND PROPERTY - I RPT,7000,38.51348202,-121.532542
5451 LEMON HILL AVE,6,6B        ,1421,FOUND PROPERTY - I RPT,7000,38.51750189,-121.4409152
2030 VALLEJO WAY,4,4A        ,926,FOUND PROPERTY - I RPT,7000,38.55118337,-121.4895749
5770 FREEPORT BLVD,4,4C        ,985,GANG ACTIVITY - I RPT,7000,38.52199137,-121.4990149
5770 FREEPORT BLVD,4,4C        ,985,GANG ACTIVITY - I RPT,7000,38.52199137,-121.4990149
2131 62ND AVE,5,5A        ,1364,FRAUDULENT DOCUMENTS- I RPT,7000,38.49506573,-121.4898292
5601 47TH AVE,6,6B        ,1421,626.10(A) PC POSS WPN SCHL ZN,5212,38.51181739,-121.4402677
EL CAMINO AVE / DEL PASO BLVD,2,2C        ,563,20001(A) VC HIT/RUN INJ/DEATH,5401,38.61112661,-121.4487064
411 V ST,3,3A        ,782,594.3(A)VANDAL/PLACE OF WORSHI,2999,38.56958278,-121.5064105
FOLSOM BLVD / 56TH ST,3,3C        ,846,NON INJ HR/MAIL OUT REPORT,7000,38.55849437,-121.4382789
4196 69TH ST,6,6C        ,1131,TOWED/STORED VEH-14602.6,7000,38.53736799,-121.4239502
5770 FREEPORT BLVD,4,4C        ,985,529 PC FALSE PERSONATION,2604,38.52199137,-121.4990149
4875 BROADWAY,6,6B        ,1007,THREATS - I RPT,7000,38.54751665,-121.4509881
899 EL CAMINO AVE,2,2B        ,564,9.04.050 A DRINKING IN PUBLIC,7399,38.61155799,-121.4464598
41 LA FRESA CT,5,5B        ,1602,653K PC POSS/SELL SWITCHBLADE,5212,38.48843168,-121.4561238
34 LA PERA CT,5,5B        ,1602,10851(A)VC TAKE VEH W/O OWNER,2404,38.48778705,-121.4574354
BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEH-14602.6,7000,38.54675579,-121.4538401
1695 ARDEN WAY,2,2C        ,616,459 PC  BURGLARY BUSINESS,2203,38.6017616,-121.4258271
2312 ROANOKE AVE,2,2A        ,517,HARASSMENT - I RPT,7000,38.63434706,-121.4130839
5601 8TH AVE,6,6B        ,1036,11361(B)HS ADLT FURN MNR MARIJ,3564,38.54491473,-121.4403543
1025 ALHAMBRA BLVD,3,3C        ,841,484 PETTY THEFT-SHOPLIFT,2303,38.57188611,-121.4648897
1040 FLORIN RD,4,4C        ,1287,487(A) PC GRAND THEFT,2303,38.49466185,-121.5212433
830 I ST,3,3M        ,732,594(B)(2)(A) VANDALISM/ -$400,2999,38.58187118,-121.495026
66 LA FRESA CT,5,5B        ,1602,602(L)(1)TRESPASS REFUSE TO LV,5707,38.48870203,-121.4569742
DIXIEANNE AVE / OAKMONT ST,2,2C        ,603,653.22(A) LOITER PROSTITUTION,4099,38.60931053,-121.4508063
4850 FREEPORT BLVD,4,4A        ,965,666 PC PETTY THEFT W/PRI CONV,2399,38.53085892,-121.4960651
8174 ELDER CREEK RD,6,6C        ,1446,10851 VC AUTO THEFT LOCATE,2404,38.51048773,-121.406008
XANDRIA DR / LONGSHORE DR,2,2A        ,235,11359 HS POSS FOR SALE MARIJ,3560,38.64472998,-121.4369795
2172 KIRK WAY,5,5A        ,1393,CASUALTY REPORT,7000,38.4819803,-121.4895978
2072 FLORIN RD,5,5A        ,1361,MISCELLANEOUS I RPT (ZMISC),7000,38.49536962,-121.4921192
871 48TH ST,3,3C        ,834,MISSING PERSON,7000,38.56797953,-121.442961
1915 10TH ST,3,3A        ,774,NEIGHBORHOOD DISTURBANCE-I RPT,7000,38.56986385,-121.4977028
1219 C ST,3,3A        ,715,273.6(A) PC VIO DV COURT ORDER,5007,38.5873197,-121.4864195
RALEY BLVD / BELL AVE,2,2A        ,226,529 PC FALSE PERSONATION,2604,38.64733599,-121.4291435
MARCONI CIR / NAOMI WAY,2,2C        ,557,1203.2 PC VIOLATION OF PROBATI,5012,38.62142182,-121.4212584
7607 SPLENDID WAY,5,5C        ,1654,THREATS - I RPT,7000,38.44082461,-121.4127947
7737 COLLEGE TOWN DR,3,3C        ,888,SUSP PERS-NO CRIME - I RPT,7000,38.55505217,-121.4130717
HOWE AVE / LA RIVIERA DR,3,3C        ,898,CASUALTY REPORT,7000,38.55767804,-121.4094376
6145 STOCKTON BLVD,6,6B        ,1421,459 PC  BURGLARY BUSINESS,2203,38.51447225,-121.4367764
NORWOOD AVE / I 80 EB,2,2A        ,511,NON INJ HR/MAIL OUT REPORT,7000,38.64124446,-121.4569219
FRANKLIN BLVD / BROOKFIELD DR,5,5B        ,1603,12316(B)(1)FELON POSSESS AMMO,5299,38.48230213,-121.4530858
7306 WINNETT WAY,5,5B        ,1369,TOWED/STORED VEHICLE,7000,38.49182496,-121.460074
4950 WHITTIER DR,6,6C        ,1142,THREATS - I RPT,7000,38.5305594,-121.422023
7873 SUMMERVIEW WAY,5,5B        ,1621,10851(A)VC TAKE VEH W/O OWNER,2404,38.4716647,-121.4411062
GROVE AVE / NORWOOD BYP,2,2B        ,551,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.61302483,-121.4593557
7889 WHISPER WOOD WAY,5,5B        ,1621,JUVENILE DISURBANCE - I RPT,7000,38.47113601,-121.445934
6378 PARK VILLAGE ST,4,4C        ,1331,459 PC  BURGLARY VEHICLE,2299,38.50765729,-121.5059719
19 TIMBERWOOD CT,1,1B        ,434,594(B)(2)(A) VANDALISM/ -$400,2999,38.61354404,-121.501014
2318 OAKMONT ST,2,2C        ,603,459 PC  BURGLARY VEHICLE,2299,38.60778501,-121.4504855
2820 10TH ST,4,4A        ,923,459 PC  BURGLARY VEHICLE,2299,38.55553457,-121.504483
CENTER PKWY / MACK RD,5,5B        ,1606,CHILD WELFARE - I RPT,7000,38.47425283,-121.4368769
400 BANNON ST,3,3A        ,704,BATTERY - I RPT,7000,38.59540732,-121.4978798
2423 T ST,3,3B        ,778,10851(A)VC TAKE VEH W/O OWNER,2404,38.56435251,-121.4784008
3173 MARYSVILLE BLVD,2,2B        ,545,459 PC  BURGLARY VEHICLE,2299,38.62496247,-121.4337087
1601 ARDEN WAY,2,2C        ,618,484 PC PETTY THEFT,2399,38.60240036,-121.4295032
1816 MAIN AVE,2,2A        ,226,10851 VC AUTO THEFT LOCATE,2404,38.65402327,-121.4226745
164 GUNNISON AVE,2,2A        ,222,10851(A)VC TAKE VEH W/O OWNER,2404,38.65049209,-121.4650383
8105 ARROYO VISTA DR,5,5C        ,1637,FRAUD OR BUNCO - I RPT,7000,38.46391218,-121.4181476
4100 ASTORIA ST,2,2A        ,237,CHILD WELFARE - I RPT,7000,38.64187217,-121.4149512
3315 NORTHGATE BLVD,1,1C        ,408,484 PC   PETTY THEFT/INSIDE,2308,38.62824591,-121.4767711
5912 SAWYER CIR,5,5C        ,1651,653M(A) PC OBSCENE/THREAT CALL,5309,38.44824456,-121.4349029
6100 STOCKTON BLVD,6,6B        ,1421,459 PC  BURGLARY VEHICLE,2299,38.51481284,-121.4390559
FOLSOM BLVD / 46TH ST,3,3C        ,844,594(B)(2)(A)VANDALISM GRAF-400,2999,38.56245905,-121.4484599
STOCKTON BLVD / ELSIE AVE,5,5C        ,1607,653.22(A) LOITER PROSTITUTION,4099,38.47433721,-121.4189709
7780 STOCKTON BLVD,5,5C        ,1607,3056 PC PAROLE VIOLATION,5011,38.4748515,-121.4196758
4535 ARMADALE WAY,5,5B        ,1616,10851(A)VC TAKE VEH W/O OWNER,2404,38.4709823,-121.449973
1421 MAIN AVE,2,2A        ,215,10851(A)VC TAKE VEH W/O OWNER,2404,38.65513243,-121.4326425
200 P ST,3,3A        ,762,459 PC  BURGLARY VEHICLE,2299,38.57585352,-121.5068254
2711 50TH AVE,4,4B        ,1336,11350(A)HS POSS CNTRL SUBST,3532,38.50718879,-121.4768614
3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
6645 VALLEY HI DR,5,5C        ,1623,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.47185437,-121.4287887
CENTER PKWY / MACK RD,5,5B        ,1606,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.47425283,-121.4368769
2711 50TH AVE,4,4B        ,1336,TOWED/STORED VEHICLE,7000,38.50718879,-121.4768614
ORCHARD LN / W RIVER DR,1,1B        ,478,TRAFFIC - I RPT,7000,38.61134232,-121.5300211
550 LA PURISSIMA WAY,3,3C        ,824,10851(A)VC TAKE VEH W/O OWNER,2404,38.57297265,-121.4460281
6565 CUNNINGHAM WAY,6,6C        ,1443,10851(A)VC TAKE VEH W/O OWNER,2404,38.50757216,-121.4262594
38TH ST / 22ND AVE,6,6A        ,1071,10851(A)VC TAKE VEH W/O OWNER,2404,38.53271689,-121.4658441
8000 FOLSOM BLVD,3,3C        ,1101,484 PETTY THEFT/LICENSE PLATE,2399,38.54888945,-121.4107516
2517 T ST,3,3B        ,778,459 PC  BURGLARY RESIDENCE,2204,38.56399777,-121.4770709
2517 T ST,3,3B        ,778,10851(A)VC TAKE VEH W/O OWNER,2404,38.56399777,-121.4770709
610 14TH ST,3,3A        ,725,459 PC  BURGLARY VEHICLE,2299,38.58280821,-121.486438
2300 R ST,3,3B        ,777,211 PC  ROBBERY UNSPECIFIED,1299,38.56654955,-121.4790738
5209 62ND ST,6,6B        ,1088,212.5(A)ROBBERY-INHAB DWELLING,1299,38.52751169,-121.432622
5425 FRUITRIDGE RD,6,6B        ,1086,MISCELLANEOUS I RPT (ZMISC),7000,38.52530229,-121.4418783
2717 D ST,3,3B        ,718,459 PC  BURGLARY RESIDENCE,2204,38.58086879,-121.4668268
3439 1ST AVE,6,6A        ,1013,484 PC PETTY THEFT,2399,38.55417278,-121.4680299
2631 CADJEW AVE,5,5A        ,1504,594(B)(1)PC  VANDALISM +$400,2999,38.47968653,-121.4771047
119 CEDAR ROCK CIR,5,5B        ,1614,10851(A)VC TAKE VEH W/O OWNER,2404,38.48148781,-121.4585976
119 CEDAR ROCK CIR,5,5B        ,1614,10851(A)VC TAKE VEH W/O OWNER,2404,38.48148781,-121.4585976
J ST / 30TH ST,3,3C        ,831,LOST PROPERTY - I RPT,7000,38.57312664,-121.4665349
2601 52ND AVE,4,4B        ,1346,10851(A)VC TAKE VEH W/O OWNER,2404,38.50488973,-121.4785311
NORTHGATE BLVD / HWY 160 EB,1,1C        ,456,NON INJ HR/MAIL OUT REPORT,7000,38.59789126,-121.4729069
3012 ALBATROSS WAY,2,2C        ,567,484 PC PETTY THEFT,2399,38.62070956,-121.4226958
637 WILSON AVE,1,1C        ,438,5150 WI DANGER SELF/OTHERS,7000,38.61380097,-121.4776996
422 DOS RIOS ST,3,3A        ,709,459 PC  BURGLARY RESIDENCE,2204,38.59390962,-121.4844897
STOCKTON BLVD / STOCKTON BLVD SHERMAN WA,6,6B        ,1005,647(B) PC   PROSTITUTION,4004,38.55496978,-121.4581135
FRANKLIN BLVD / 7TH AVE,4,4A        ,937,SAFEKEEPING - I RPT,7000,38.54531417,-121.4758092
2629 EVERGREEN ST,2,2B        ,564,MISCELLANEOUS I RPT (ZMISC),7000,38.61332659,-121.4447836
BROADWAY / ALHAMBRA BLVD,6,6A        ,1001,496(A) RECEIVE STOLEN PROPERTY,2803,38.55612335,-121.4724356
NORWOOD AVE / SILVER EAGLE RD,2,2B        ,522,23222(B)POSSESS MARIJ IN VEH,5499,38.63015644,-121.4569399
1470 MATHEWS WAY,5,5A        ,1371,594(B)(1)PC  VANDALISM +$400,2999,38.48972495,-121.5024485
5401 20TH AVE,6,6B        ,1065,459 PC  BURGLARY VEHICLE,2299,38.53330678,-121.4430288
7411 38TH AVE,6,6C        ,1404,TOWED/STORED VEHICLE,7000,38.51912274,-121.4182359
2828 GRASSLANDS DR,1,1B        ,421,12025(A)2)CNCLD GUN ON PER/FEL,5202,38.61543011,-121.5177794
100 BICENTENNIAL CIR,3,3C        ,1102,594(B)(2)(A) VANDALISM/ -$400,2999,38.55310579,-121.4045693
RALEY BLVD / BELL AVE,2,2A        ,226,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.64733599,-121.4291435
STOCKTON BLVD / MCMAHON DR,6,          ,1401,11364 HS POSS DRUG PARAPH,3599,38.51881709,-121.4397584
7093 CROMWELL WAY,4,4B        ,1351,MISSING PERSON,7000,38.49705171,-121.4949864
BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEH-14602.6,7000,38.54675579,-121.4538401
5110 SAN FRANCISCO BLVD,6,6B        ,1064,459 PC  BURGLARY VEHICLE,2299,38.53698551,-121.4462864
6849 S LAND PARK DR,4,4C        ,1279,484 PC  PETTY THEFT/ OUTSIDE,2309,38.50065199,-121.5097453
FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,484 PC PETTY THEFT,2399,38.52497346,-121.4425904
3361 NORWOOD AVE,2,2B        ,531,10851(A)VC TAKE VEH W/O OWNER,2404,38.62775415,-121.4570282
6798 COACHLITE WAY,4,4C        ,1263,484G(B) PC ACCESS CARD FRAUD,2605,38.50274092,-121.5300754
